condition,class_id,class_name,precision,recall,mAP50,mAP50_95,precision_drop,recall_drop,mAP50_drop,mAP50_95_drop
over_exposure_medium,all,all,0.5417016942185449,0.6933866151032095,0.6146378215117179,0.37511340387436454,0.028335130098421146,-0.03300157463570208,0.0035093341868062122,0.007234229742285214
over_exposure_medium,0,no_caries,0.6976949583135679,0.9389600602863603,0.8789364412611219,0.5328176498874762,0.03905613900810212,-0.008289374529012905,0.006925418495932201,0.009984791641596491
over_exposure_medium,1,mild_caries,0.48043982643045885,0.7218543046357616,0.5647802050866322,0.35719132218414795,0.027697729505845314,-0.050772626931567366,0.0009542635638370989,0.007628318565300163
over_exposure_medium,2,moderate_caries,0.3297135034258043,0.3563218390804598,0.2771279720867957,0.16967002287517713,0.010129889199077924,-0.03448275862068967,-0.01206179319693379,-0.012186434425317083
over_exposure_medium,3,severe_caries,0.6589584887043487,0.7564102564102564,0.7377066676123214,0.44077462055065697,0.03645676268065878,-0.038461538461538436,0.018219447884389783,0.023510243187561286
over_exposure_severe,all,all,0.550465766738923,0.647954489165771,0.589814624406924,0.3554809212741588,0.019571057578043005,0.012430551301736426,0.02833253129160007,0.02686671234249094
over_exposure_severe,0,no_caries,0.7044865333815336,0.9198023343163362,0.8657616698738347,0.5197852627188657,0.03226456394013644,0.01086835144101117,0.020100189883219377,0.02301717881020693
over_exposure_severe,1,mild_caries,0.5059354349935792,0.6335540838852097,0.545824654302457,0.3418557079963854,0.0022021209427249833,0.03752759381898452,0.01990981434801231,0.022963932753062688
over_exposure_severe,2,moderate_caries,0.36790757968778565,0.3333333333333333,0.25480593854068706,0.15062828211542106,-0.028064187062903423,-0.011494252873563204,0.010260240349174832,0.006855306334438982
over_exposure_severe,3,severe_caries,0.623533518892794,0.7051282051282052,0.6928662349107171,0.40965443226596293,0.07188173249221352,0.012820512820512775,0.0630598805859941,0.054630431472255325
